FY,Month (abbv),Component,Region,Land Filter,Area of Responsibility,Drug Type,Count of Event,Sum Qty (lbs)
2025,OCT,Office of Field Operations,Northern Border,Land Only,BOSTON FIELD OFFICE,Other Drugs**,1,0.020723452628
2025,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Cocaine,1,0.032848877038
2025,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ecstasy,2,0.0341055119314
2025,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Ketamine,1,0.014109584768
2025,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Marijuana,63,34.782331075740004
2025,OCT,Office of Field Operations,Northern Border,Land Only,BUFFALO FIELD OFFICE,Other Drugs**,7,0.740973662582
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Cocaine,5,0.1117523206078
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ecstasy,1,0.005291094288
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Fentanyl,1,0.0072532084198
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Heroin,1,0.0085759819918
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Ketamine,1,0.0771176992476
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Lsd,1,0.0025573622392
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Marijuana,146,13.4321483293264
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Methamphetamine,3,0.0203266205564
2025,OCT,Office of Field Operations,Northern Border,Land Only,DETROIT FIELD OFFICE,Other Drugs**,116,11.9818152925332
2025,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Cocaine,5,0.1446452900982
2025,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Lsd,3,0.290459030185
2025,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Marijuana,106,18.3167322524246
2025,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Methamphetamine,1,0.000881849048
2025,OCT,Office of Field Operations,Northern Border,Land Only,SEATTLE FIELD OFFICE,Other Drugs**,17,2.4062574048252
2025,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Cocaine,1,0.058863423954
2025,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Ketamine,2,0.4418063730479999
2025,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Marijuana,16,98.99637412848
2025,OCT,Office of Field Operations,Northern Border,Other,BOSTON FIELD OFFICE,Other Drugs**,8,2.186765176778
2025,OCT,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Ecstasy,1,1.145962837876
2025,OCT,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Marijuana,3,8.313411437758
2025,OCT,Office of Field Operations,Northern Border,Other,BUFFALO FIELD OFFICE,Other Drugs**,10,7.874250611853999
2025,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Marijuana,8,1.683339601501
2025,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Methamphetamine,1,0.00110231131
2025,OCT,Office of Field Operations,Northern Border,Other,DETROIT FIELD OFFICE,Other Drugs**,3,0.4924465546294
2025,OCT,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Cocaine,1,0.00881849048
2025,OCT,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Marijuana,2,0.31526103466
2025,OCT,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Methamphetamine,1,0.00881849048
2025,OCT,Office of Field Operations,Northern Border,Other,PORTLAND FIELD OFFICE,Other Drugs**,6,106.970824838413
2025,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Marijuana,5,0.8707377499951999
2025,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Methamphetamine,1,0.0088846291586
2025,OCT,Office of Field Operations,Northern Border,Other,SEATTLE FIELD OFFICE,Other Drugs**,3,3.1994365310488
2025,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Cocaine,17,331.010417732756
2025,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Fentanyl,10,3.202655280074
2025,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Marijuana,44,0.3889615688466
2025,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Methamphetamine,5,8.122050194342
2025,OCT,Office of Field Operations,Southwest Border,Land Only,EL PASO FIELD OFFICE,Other Drugs**,20,41.619527207146
2025,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Cocaine,15,924.8084566506772
2025,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Fentanyl,3,4.7326192859016
2025,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Heroin,2,49.694839401944
2025,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Marijuana,19,4.4485536613146
2025,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Methamphetamine,13,1442.7340994541316
2025,OCT,Office of Field Operations,Southwest Border,Land Only,LAREDO FIELD OFFICE,Other Drugs**,24,6.2346066306814
2025,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Cocaine,24,926.704740751044
2025,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Fentanyl,26,814.99827629374
2025,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Heroin,5,47.2671089728
2025,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Ketamine,1,0.004188782978
2025,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Marijuana,25,2.4210283763792
2025,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Methamphetamine,50,6595.20132027646
2025,OCT,Office of Field Operations,Southwest Border,Land Only,SAN DIEGO FIELD OFFICE,Other Drugs**,45,67.1705081248386
2025,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Cocaine,7,91.635580124824
2025,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Fentanyl,24,892.91735586371
2025,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Heroin,7,145.015446236098
2025,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Marijuana,11,108.8256399872976
2025,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Methamphetamine,10,408.18477578169
2025,OCT,Office of Field Operations,Southwest Border,Land Only,TUCSON FIELD OFFICE,Other Drugs**,7,1112.958094018766
2025,OCT,Office of Field Operations,Southwest Border,Other,EL PASO FIELD OFFICE,Methamphetamine,1,0.015652820602
2025,OCT,Office of Field Operations,Southwest Border,Other,LAREDO FIELD OFFICE,Marijuana,2,0.0036817197754
2025,OCT,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Ketamine,1,0.00220462262
2025,OCT,Office of Field Operations,Southwest Border,Other,SAN DIEGO FIELD OFFICE,Marijuana,7,391.905621893348
2025,OCT,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Cocaine,1,0.002425084882
2025,OCT,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Fentanyl,2,16.865363043
2025,OCT,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Marijuana,3,0.641986106944
2025,OCT,Office of Field Operations,Southwest Border,Other,TUCSON FIELD OFFICE,Other Drugs**,1,0.002425084882
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Cocaine,11,94.6221
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Marijuana,2,3.1351
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,MIAMI SECTOR,Methamphetamine,3,34.0894
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Cocaine,5,89.1923
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Ecstasy,1,0.748
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Fentanyl,1,26.4552
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Marijuana,1,0.0077
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Methamphetamine,1,9.1508
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,NEW ORLEANS SECTOR,Other Drugs**,2,1.0252
2025,OCT,U.S. Border Patrol,Coastal/Interior,Other,RAMEY SECTOR,Cocaine,1,1147.7025
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,BLAINE SECTOR,Marijuana,1,0.0699
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Cocaine,1,0.0
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,BUFFALO SECTOR,Marijuana,1,21.0798
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Fentanyl,1,1.4374
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Marijuana,7,17.0593
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Methamphetamine,1,1.466
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,DETROIT SECTOR,Other Drugs**,1,1.6997
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,HAVRE SECTOR,Fentanyl,1,0.4985
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Marijuana,1,0.0152
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,HOULTON SECTOR,Methamphetamine,1,0.0044
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Cocaine,1,0.1032
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Fentanyl,4,1.9606
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,SPOKANE SECTOR,Methamphetamine,2,0.0286
2025,OCT,U.S. Border Patrol,Northern Border,Land Only,SWANTON SECTOR,Marijuana,3,0.1475999999999999
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Cocaine,8,23.2458
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Ecstasy,3,0.0247
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Fentanyl,1,3.3289
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Marijuana,93,365.686
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Methamphetamine,1,0.0163
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,BIG BEND SECTOR,Other Drugs**,9,0.5823999999999999
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Marijuana,9,0.6512
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Methamphetamine,2,0.0096999999999999
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,DEL RIO SECTOR,Other Drugs**,1,0.0044
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Cocaine,2,0.1138
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Fentanyl,8,84.8324
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Heroin,1,0.0035
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Marijuana,6,0.4593
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Methamphetamine,10,843.4214999999999
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL CENTRO SECTOR,Other Drugs**,1,0.0062
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Marijuana,7,98.1769
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Methamphetamine,2,0.0063999999999999
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,EL PASO SECTOR,Other Drugs**,1,0.4916
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Cocaine,1,0.0009
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Marijuana,13,51.0516
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Methamphetamine,1,0.0022
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,LAREDO SECTOR,Other Drugs**,1,0.2976
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Cocaine,11,126.4146
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Marijuana,39,2471.0833
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,RIO GRANDE VALLEY SECTOR,Other Drugs**,3,0.6040000000000001
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Cocaine,6,350.304
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Fentanyl,4,36.3832
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Heroin,1,11.7945
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Marijuana,4,358.48299999999995
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Methamphetamine,5,19.6454
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,SAN DIEGO SECTOR,Other Drugs**,1,0.0436
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Cocaine,5,25.367
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Fentanyl,6,45.003800000000005
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Heroin,1,0.0
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Marijuana,19,44.3542
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Methamphetamine,8,137.2092
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,TUCSON SECTOR,Other Drugs**,2,0.0688
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Cocaine,4,0.0093
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Marijuana,8,0.7232999999999999
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Methamphetamine,3,147.5884
2025,OCT,U.S. Border Patrol,Southwest Border,Land Only,YUMA SECTOR,Other Drugs**,1,2.2994
2025,SEP,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Marijuana,7,85.722561795722
2025,SEP,Office of Field Operations,Coastal/Interior,Other,ATLANTA FIELD OFFICE,Other Drugs**,7,1.600335559858
2025,SEP,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Cocaine,2,0.81791499202
2025,SEP,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Ketamine,2,37.919509064
2025,SEP,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Marijuana,15,42.8378678056366
2025,SEP,Office of Field Operations,Coastal/Interior,Other,BALTIMORE FIELD OFFICE,Other Drugs**,11,23.7878780698
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Cocaine,18,72.826842242294
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ecstasy,7,0.345905289078
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Fentanyl,5,19.621141318
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Heroin,8,8.6743522531044
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Ketamine,18,234.561485041686
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Khat (Catha Edulis),1,16.975594174
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Lsd,4,0.204809441398
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Marijuana,282,1444.6026934943911
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Methamphetamine,36,308.8374477783322
2025,SEP,Office of Field Operations,Coastal/Interior,Other,CHICAGO FIELD OFFICE,Other Drugs**,509,1314.4085283004815
2025,SEP,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Ketamine,2,18.4526913294
2025,SEP,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Marijuana,31,9.3505100106584
2025,SEP,Office of Field Operations,Coastal/Interior,Other,HOUSTON FIELD OFFICE,Other Drugs**,51,123.6586716680506
2025,SEP,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Cocaine,5,0.3650414134195999
2025,SEP,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ecstasy,8,0.0797852926178
2025,SEP,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Fentanyl,1,0.001322773572
2025,SEP,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Ketamine,18,212.672448434492
2025,SEP,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Lsd,20,0.676378219816
2025,SEP,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Marijuana,78,6251.665140712138
2025,SEP,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Methamphetamine,21,126.6023499289532
2025,SEP,Office of Field Operations,Coastal/Interior,Other,LOS ANGELES FIELD OFFICE,Other Drugs**,240,307.583877310374
2025,SEP,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Cocaine,24,170.86261820278762
2025,SEP,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ecstasy,6,0.2618871210298
2025,SEP,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Ketamine,5,8.674308160652
2025,SEP,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Lsd,3,0.0579595286798
2025,SEP,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Marijuana,150,453.4468245740524
2025,SEP,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Methamphetamine,7,0.9918156242856
2025,SEP,Office of Field Operations,Coastal/Interior,Other,MIAMI FIELD OFFICE,Other Drugs**,224,1597.046373140091
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Cocaine,13,57.640740248948
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Fentanyl,1,3.747858454
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Ketamine,17,168.102474775
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Marijuana,225,1510.5168312805442
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Methamphetamine,13,233.586600919122
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW ORLEANS FIELD OFFICE,Other Drugs**,45,83.265950810256
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Cocaine,6,72.5210610849
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ecstasy,7,1.207471808974
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Fentanyl,3,0.551155655
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Heroin,9,0.073634395508
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Ketamine,27,221.768721364612
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Lsd,3,0.00661386786
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Marijuana,59,2660.225433219055
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Methamphetamine,2,0.009700339528
2025,SEP,Office of Field Operations,Coastal/Interior,Other,NEW YORK FIELD OFFICE,Other Drugs**,566,10661.802811948712
2025,SEP,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Marijuana,17,0.8714652754598
2025,SEP,Office of Field Operations,Coastal/Interior,Other,PRECLEARANCE FIELD OFFICE,Other Drugs**,5,0.575847428344
2025,SEP,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Cocaine,1,13.778891375
2025,SEP,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Ketamine,1,22.928075248
2025,SEP,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Marijuana,47,162.8650410015708
2025,SEP,Office of Field Operations,Coastal/Interior,Other,SAN FRANCISCO FIELD OFFICE,Methamphetamine,12,131.095238551156
